OBJECTID,Type,Description,IsConcealed,LocationConfidenceMeters,ExistenceConfidence,IdentityConfidence,Label,Symbol,DataSourceID,Notes,ContactsAndFaults_ID,Shape_Length
"5722","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5722,"175.3497106882659"
"5723","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5723,"19874.96443374866"
"5724","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,modified to match printed map,CAF5724,"1815.747603314132"
"5725","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5725,"2319.596299102976"
"5726","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5726,"1185.986438526717"
"5727","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5727,"20818.98510083625"
"5728","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5728,"3298.73864811956"
"5729","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5729,"8913.723832378459"
"5730","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5730,"617.309330951717"
"5731","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5731,"2421.677945405406"
"5732","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5732,"1805.547170630128"
"5733","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5733,"2445.580629989868"
"5734","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5734,"1652.591280124974"
"5735","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5735,"5737.958002074595"
"5736","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5736,"10110.55444033066"
"5737","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5737,"33511.73199716752"
"5738","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5738,"7954.380715689226"
"5739","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5739,"1113.419743649244"
"5740","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5740,"41345.19663720222"
"5741","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5741,"15414.70508535745"
"5742","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5742,"4439.319237411601"
"5743","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5743,"2754.146353141639"
"5744","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5744,"32947.39928296207"
"5745","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5745,"6403.459181518912"
"5746","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5746,"2957.96743928835"
"5747","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5747,"14440.71391074363"
"5748","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5748,"843.4118449319252"
"5749","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5749,"3735.86211849279"
"5750","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5750,"23113.47543217309"
"5751","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,flipped line to match printed map and merged multiple lines into one,CAF5751,"6660.262686805519"
"5752","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5752,"2878.382197550986"
"5753","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5753,"17949.58840738028"
"5754","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5754,"1431.478331902637"
"5755","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5755,"2209.910736279469"
"5756","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5756,"9000.44061273477"
"5757","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5757,"255.1683107121868"
"5758","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5758,"458.307453355167"
"5759","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5759,"1885.883265484603"
"5760","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5760,"6105.482684891358"
"5761","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5761,"2287.560375367994"
"5762","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5762,"3184.800419395944"
"5763","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5763,"20278.69376031139"
"5764","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5764,"1780.30462526962"
"5765","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5765,"27548.49177324463"
"5766","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5766,"2658.223419884897"
"5767","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5767,"3446.298678759943"
"5768","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5768,"951.8685404334308"
"5769","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5769,"2128.65627538306"
"5770","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5770,"7704.783617500442"
"5771","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5771,"5022.785774119357"
"5772","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5772,"1351.070103779716"
"5773","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5773,"5332.114336970586"
"5774","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5774,"1624.196628007341"
"5775","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5775,"1384.598621310768"
"5776","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5776,"13430.53228613711"
"5777","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5777,"5067.744138959501"
"5778","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5778,"3190.716623383956"
"5779","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5779,"3040.105142071581"
"5780","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5780,"3830.288034345833"
"5781","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5781,"269.1862501494552"
"5782","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5782,"890.7247847018632"
"5783","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5783,"3157.221929648273"
"5784","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5784,"12199.64900482082"
"5785","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5785,"5691.53101170197"
"5786","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5786,"553.3605435532005"
"5787","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5787,"2711.428568670396"
"5788","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5788,"2008.377890117001"
"5789","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5789,"6347.953951382048"
"5790","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5790,"7601.823936829644"
"5791","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5791,"13656.52033248305"
"5792","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5792,"3464.803856531096"
"5793","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5793,"4157.17648290836"
"5794","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5794,"2367.249082102134"
"5795","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5795,"705.0755769147149"
"5796","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5796,"1317.420732433464"
"5797","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5797,"5030.243879728907"
"5798","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5798,"10079.89755963803"
"5799","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,modified to match printed map,CAF5799,"4046.905081109748"
"5800","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5800,"1294.320277240492"
"5801","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5801,"2950.77175833911"
"5802","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5802,"801.5548164397204"
"5803","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5803,"685.8619768195655"
"5804","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5804,"10837.03262116848"
"5805","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5805,"1382.235226696126"
"5806","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5806,"4443.251081529589"
"5807","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5807,"1766.958988368026"
"5808","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5808,"15663.36792302752"
"5809","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5809,"10460.93239136906"
"5810","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5810,"3288.053830972241"
"5811","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5811,"1958.3496513748"
"5812","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,modified to match printed map,CAF5812,"1448.485546296576"
"5813","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5813,"1757.942115649627"
"5814","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5814,"8049.491007964363"
"5815","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5815,"813.8395252334572"
"5816","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5816,"19364.64515434662"
"5817","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5817,"3716.935576410473"
"5818","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5818,"4316.497273831596"
"5819","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,"merged multiple lines into one; modified to match printed map",CAF5819,"4764.926014184137"
"5820","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5820,"3703.388612171188"
"5821","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5821,"593.1360881156075"
"5822","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5822,"6679.186356684469"
"5823","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5823,"4089.47870373329"
"5824","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5824,"18281.79363682291"
"5825","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5825,"12151.08245641914"
"5826","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5826,"696.7635081640724"
"5827","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5827,"1406.283976453786"
"5828","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5828,"16280.15572902281"
"5829","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5829,"422.4143298615177"
"5830","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5830,"15495.61000341964"
"5831","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5831,"2143.498043660902"
"5832","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5832,"2209.997621390621"
"5833","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5833,"9881.751070288292"
"5834","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5834,"607.6788854562392"
"5835","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5835,"6350.403490391826"
"5836","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5836,"4231.375323464595"
"5837","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5837,"5821.393742164258"
"5838","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5838,"1204.077403411408"
"5839","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5839,"2280.319065987822"
"5840","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5840,"1614.330787430091"
"5841","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5841,"3206.733192136313"
"5842","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5842,"710.0110588208015"
"5843","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5843,"810.3624333433926"
"5844","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5844,"3100.993666164479"
"5845","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5845,"2918.853770421468"
"5846","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5846,"4715.726725906612"
"5847","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5847,"434.0773618784142"
"5848","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5848,"3664.165421568047"
"5849","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5849,"3581.732764252201"
"5850","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5850,"6303.13652940074"
"5851","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5851,"1737.953976394966"
"5852","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5852,"4239.846390280279"
"5853","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5853,"1547.612919121207"
"5854","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5854,"577.9083706756778"
"5855","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5855,"4436.056234509839"
"5856","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5856,"524.2679184184849"
"5857","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,merged multiple lines into one,CAF5857,"1456.278956288837"
"5858","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5858,"15387.12178306712"
"5859","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5859,"766.2047771970315"
"5860","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5860,"19600.68726569065"
"5861","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5861,"1096.481049721894"
"5862","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5862,"1264.046989964856"
"5863","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5863,"2260.466308854224"
"5864","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5864,"1177.726692497501"
"5865","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,modified to match printed map,CAF5865,"1705.689505188508"
"5866","fault, thrust","fault, thrust, certain",N,"-9",certain,certain,,02.08.01,DAS01,,CAF5866,"8894.294364250049"
"5867","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5867,"584.3948650714765"
"5868","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,modified to match printed map,CAF5868,"546.1687088070389"
"5869","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,modified to match printed map,CAF5869,"2635.847826198381"
"5870","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5870,"790.0097345815975"
"5871","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,modified to match printed map,CAF5871,"5063.471549640627"
"5872","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5872,"730.4060190508446"
"5873","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5873,"1408.0548936934"
"5874","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5874,"522.0246229242882"
"5875","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5875,"494.5396852995817"
"5876","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5876,"452.0240325825771"
"5877","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5877,"293.5399460249927"
"5878","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5878,"819.7937140092847"
"5879","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5879,"2701.667599152537"
"5880","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5880,"1306.579412609044"
"5881","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5881,"280.2612859500302"
"5882","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5882,"711.3575707380031"
"5883","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5883,"1074.4809789009"
"5884","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5884,"1271.083640811527"
"5885","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5885,"196.150836636429"
"5886","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,"merged multiple lines into one; modified to match printed map",CAF5886,"6437.19948916655"
"5887","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5887,"897.9533910186782"
"5888","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5888,"1186.188625027959"
"5889","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,merged multiple lines into one,CAF5889,"7065.319769473859"
"5890","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,modified to match printed map,CAF5890,"2355.176476866865"
"5891","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5891,"1496.252408342535"
"5892","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5892,"1544.420732134275"
"5893","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5893,"4950.355288065427"
"5894","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5894,"2126.172589300968"
"5895","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5895,"1619.923327999665"
"5896","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5896,"223.8900621125248"
"5897","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5897,"4668.06471356062"
"5898","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,"merged multiple lines into one and changed from 'fault, thrust, certain' to 'fault, thrust, concealed' to match printed map",CAF5898,"307.9474345917582"
"5899","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,merged multiple lines into one,CAF5899,"1011.405604390197"
"5900","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5900,"629.5814901287981"
"5901","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,merged multiple lines into one,CAF5901,"577.889824029023"
"5902","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5902,"362.9745169594291"
"5903","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5903,"1965.789837916339"
"5904","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5904,"4994.095085176895"
"5905","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5905,"1404.828324645751"
"5906","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5906,"1540.145845742757"
"5907","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5907,"224.4101530642779"
"5908","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5908,"1228.679024784522"
"5909","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,modified to match printed map,CAF5909,"1031.280576604358"
"5910","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5910,"3994.365100552456"
"5911","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5911,"2705.132232710729"
"5912","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,"merged multiple lines into one; modified to match printed map",CAF5912,"2527.826681225335"
"5913","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5913,"1401.148857149607"
"5914","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5914,"416.7885192298295"
"5915","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,modified to match printed map,CAF5915,"2388.30039235696"
"5916","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5916,"2236.805650734408"
"5917","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,"merged multiple lines into one; modified to match printed map",CAF5917,"5053.591609919633"
"5918","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5918,"1125.324240649351"
"5919","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5919,"2006.368054107566"
"5920","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5920,"642.709581639131"
"5921","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5921,"567.8529693792384"
"5922","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,modified to match printed map,CAF5922,"7725.001330883103"
"5923","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5923,"956.0810540908016"
"5924","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5924,"449.9383687211656"
"5925","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5925,"1318.847700425398"
"5926","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5926,"522.8153786858613"
"5927","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,merged multiple lines into one,CAF5927,"2756.179262376335"
"5928","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5928,"557.0356423411539"
"5929","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5929,"537.2002433235507"
"5930","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5930,"1190.740774014209"
"5931","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,"merged multiple lines into one; modified to match printed map",CAF5931,"7614.576965891496"
"5932","fault, thrust","fault, thrust, concealed",Y,"-9",certain,certain,,02.08.07,DAS01,,CAF5932,"4012.901331038278"
