OBJECTID,Type,Description,IsConcealed,LocationConfidenceMeters,ExistenceConfidence,IdentityConfidence,Symbol,Label,DataSourceID,Notes,GeologicLines_ID,Shape_Length
"495",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,merged multiple lines into one,GEL495,"25302.01758004343"
"496",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL496,"1270.068252564036"
"497",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,modified to match printed map,GEL497,"175.7513839417908"
"498",syncline,"syncline, concealed",Y,"-9",certain,certain,05.01.07,,DAS02,added line to match printed map,GEL498,"476.2173843981174"
"499",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL499,"404.7608815444005"
"500",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL500,"269.4644392535923"
"501",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,modified to match printed map,GEL501,"157.7541838558285"
"502",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL502,"574.0185168247208"
"503",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL503,"971.6124256089724"
"504",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL504,"1491.336857001718"
"505",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,"merged multiple lines into one; modified to match printed map",GEL505,"5054.007995693842"
"506",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL506,"1069.778497940001"
"507",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL507,"872.0268890099244"
"508",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL508,"1076.26019576763"
"509",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL509,"2687.767312966241"
"510",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,merged multiple lines into one,GEL510,"976.2801015425071"
"511",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL511,"540.0611458480464"
"512",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL512,"2208.615408149829"
"513",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL513,"286.7860766344056"
"514",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL514,"898.9068529323042"
"515",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL515,"2465.253752143577"
"516",syncline,"syncline, concealed",Y,"-9",certain,certain,05.01.07,,DAS02,added line to match printed map,GEL516,"1214.679251090554"
"517",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL517,"896.8241418768262"
"518",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL518,"332.8682330723885"
"519",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,merged multiple lines into one,GEL519,"925.9151087809823"
"520",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL520,"636.3490798960438"
"521",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL521,"2680.875580556209"
"522",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL522,"1152.240720282615"
"523",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,modified to match printed map,GEL523,"276.0766886433216"
"524",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL524,"11517.14119694614"
"525",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL525,"891.8808721035984"
"526",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL526,"971.9905339181112"
"527",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,modified to match printed map,GEL527,"160.0969747623401"
"528",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,modified to match printed map,GEL528,"828.8409677785698"
"529",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL529,"2749.344507986694"
"530",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL530,"2971.731050889071"
"531",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL531,"1695.643615950748"
"532",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL532,"496.7313786199434"
"533",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,merged multiple lines into one,GEL533,"1278.238560467845"
"534",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL534,"709.8310742329697"
"535",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,modified to match printed map,GEL535,"1724.056774554947"
"536",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,modified to match printed map,GEL536,"250.6824320486303"
"537",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL537,"499.6273939078226"
"538",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,modified to match printed map,GEL538,"1098.543756755832"
"539",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS02,added line to match printed map,GEL539,"792.3250531024902"
"540",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL540,"1070.341184365148"
"541",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL541,"8166.030448670917"
"542",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL542,"1119.765661626486"
"543",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS02,added line to match printed map,GEL543,"809.2645221183753"
"544",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL544,"184.9200541300336"
"545",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL545,"794.002945545026"
"546",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL546,"3829.003850666802"
"547",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL547,"1382.581696176058"
"548",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL548,"2047.403902657692"
"549",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL549,"616.6712793244487"
"550",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL550,"1522.506029063818"
"551",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL551,"1612.332517449141"
"552",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL552,"1847.718325302557"
"553",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL553,"1299.071621171838"
"554",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL554,"1422.090973693851"
"555",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL555,"3903.264287370412"
"556",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL556,"669.078137527868"
"557",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL557,"773.3839744119937"
"558",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL558,"3164.382658131186"
"559",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL559,"877.6743049902807"
"560",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL560,"1007.699187146526"
"561","syncline, overturned","syncline, overturned, certain",N,"-9",certain,certain,05.07.17,,DAS01,modified to match printed map,GEL561,"3122.883555222168"
"562","syncline, overturned","syncline, overturned, certain",N,"-9",certain,certain,05.07.17,,DAS01,,GEL562,"1261.258877546458"
"563","syncline, overturned","syncline, overturned, certain",N,"-9",certain,certain,05.07.17,,DAS01,,GEL563,"4605.622960959537"
"564","syncline, overturned","syncline, overturned, certain",N,"-9",certain,certain,05.07.17,,DAS01,merged multiple lines into one,GEL564,"7245.026528349363"
"565","syncline, overturned","syncline, overturned, concealed",Y,"-9",certain,certain,05.07.23,,DAS01,merged multiple lines into one,GEL565,"4238.476304919262"
"566","syncline, overturned","syncline, overturned, concealed",Y,"-9",certain,certain,05.07.23,,DAS01,merged multiple lines into one,GEL566,"3266.613619650577"
"567","syncline, plunging","syncline, plunging, certain",N,"-9",certain,certain,05.10.07,,DAS01,modified to match printed map,GEL567,"1943.150802346308"
"568","syncline, plunging","syncline, plunging, certain",N,"-9",certain,certain,05.10.07,,DAS01,modified to match printed map,GEL568,"1910.96042182875"
"569","syncline, plunging","syncline, plunging, certain",N,"-9",certain,certain,05.10.07,,DAS01,modified to match printed map,GEL569,"1571.856332142358"
